"Geneid","GeneName","NewName","GeneType","chr","start","end","strand","9_SC1","10_Ssh1","11_SC2","12_Ssh2"
"ENSG00000077097","TOP2B","ENSG00000077097_TOP2B","protein_coding","chr3",25597978,25664909,"-",6894,4697,4203,5743
"ENSG00000077147","TM9SF3","ENSG00000077147_TM9SF3","protein_coding","chr10",96518110,96587452,"-",7438,4657,4565,6146
"ENSG00000077150","NFKB2","ENSG00000077150_NFKB2","protein_coding","chr10",102394110,102402524,"+",660,833,698,1017
"ENSG00000077152","UBE2T","ENSG00000077152_UBE2T","protein_coding","chr1",202331544,202341984,"-",2032,619,984,1086
"ENSG00000077157","PPP1R12B","ENSG00000077157_PPP1R12B","protein_coding","chr1",202348699,202592706,"+",368,193,165,268
"ENSG00000077232","DNAJC10","ENSG00000077232_DNAJC10","protein_coding","chr2",182716255,182794464,"+",4111,2708,3080,3943
"ENSG00000077235","GTF3C1","ENSG00000077235_GTF3C1","protein_coding","chr16",27459555,27549913,"-",6157,4934,3359,5469
"ENSG00000077238","IL4R","ENSG00000077238_IL4R","protein_coding","chr16",27313668,27364778,"+",3057,2947,2297,3542
"ENSG00000077254","USP33","ENSG00000077254_USP33","protein_coding","chr1",77695987,77759852,"-",1728,1304,1048,1570
"ENSG00000077312","SNRPA","ENSG00000077312_SNRPA","protein_coding","chr19",40750637,40765389,"+",2664,1446,2019,1586
"ENSG00000077348","EXOSC5","ENSG00000077348_EXOSC5","protein_coding","chr19",41386371,41397362,"-",774,453,494,552
"ENSG00000077380","DYNC1I2","ENSG00000077380_DYNC1I2","protein_coding","chr2",171687409,171750158,"+",3685,2333,2121,2842
"ENSG00000077454","LRCH4","ENSG00000077454_LRCH4","protein_coding","chr7",100574011,100586129,"-",491,311,222,283
"ENSG00000077458","FAM76B","ENSG00000077458_FAM76B","protein_coding","chr11",95768953,95790409,"-",372,160,181,152
"ENSG00000077463","SIRT6","ENSG00000077463_SIRT6","protein_coding","chr19",4174109,4182566,"-",895,797,636,819
"ENSG00000077514","POLD3","ENSG00000077514_POLD3","protein_coding","chr11",74493851,74669117,"+",2704,956,1226,1290
"ENSG00000077549","CAPZB","ENSG00000077549_CAPZB","protein_coding","chr1",19338775,19485539,"-",6642,5455,4230,4555
"ENSG00000077585","GPR137B","ENSG00000077585_GPR137B","protein_coding","chr1",236142505,236221865,"+",522,439,231,455
"ENSG00000077616","NAALAD2","ENSG00000077616_NAALAD2","protein_coding","chr11",90131515,90192894,"+",51,31,15,32
"ENSG00000077684","JADE1","ENSG00000077684_JADE1","protein_coding","chr4",128809700,128875224,"+",1091,300,403,528
"ENSG00000077713","SLC25A43","ENSG00000077713_SLC25A43","protein_coding","chrX",119399336,119454478,"+",657,608,399,593
"ENSG00000077721","UBE2A","ENSG00000077721_UBE2A","protein_coding","chrX",119474802,119591083,"+",2721,1827,1547,2448
"ENSG00000077782","FGFR1","ENSG00000077782_FGFR1","protein_coding","chr8",38400215,38468834,"-",221,188,202,436
"ENSG00000077942","FBLN1","ENSG00000077942_FBLN1","protein_coding","chr22",45502238,45601135,"+",819,947,427,775
"ENSG00000078018","MAP2","ENSG00000078018_MAP2","protein_coding","chr2",209424047,209734147,"+",271,336,141,302
"ENSG00000078043","PIAS2","ENSG00000078043_PIAS2","protein_coding","chr18",46803218,46920160,"-",696,423,331,430
"ENSG00000078061","ARAF","ENSG00000078061_ARAF","protein_coding","chrX",47561205,47571908,"+",1888,1351,1136,2009
"ENSG00000078070","MCCC1","ENSG00000078070_MCCC1","protein_coding","chr3",183015218,183116075,"-",968,519,429,562
"ENSG00000078081","LAMP3","ENSG00000078081_LAMP3","protein_coding","chr3",183122215,183163839,"-",31,24,32,49
"ENSG00000078098","FAP","ENSG00000078098_FAP","protein_coding","chr2",162170684,162245151,"-",667,554,314,379
"ENSG00000078114","NEBL","ENSG00000078114_NEBL","protein_coding","chr10",20779973,21293011,"-",37,91,15,63
"ENSG00000078124","ACER3","ENSG00000078124_ACER3","protein_coding","chr11",76860859,77026797,"+",1075,538,681,733
"ENSG00000078140","UBE2K","ENSG00000078140_UBE2K","protein_coding","chr4",39698109,39782792,"+",3707,2428,2062,2999
"ENSG00000078142","PIK3C3","ENSG00000078142_PIK3C3","protein_coding","chr18",41955234,42087830,"+",1174,940,702,1204
"ENSG00000078177","N4BP2","ENSG00000078177_N4BP2","protein_coding","chr4",40056797,40158252,"+",233,133,138,170
"ENSG00000078237","TIGAR","ENSG00000078237_TIGAR","protein_coding","chr12",4307763,4360028,"+",69,43,44,50
"ENSG00000078246","TULP3","ENSG00000078246_TULP3","protein_coding","chr12",2877223,2941138,"+",1121,940,771,1207
"ENSG00000078269","SYNJ2","ENSG00000078269_SYNJ2","protein_coding","chr6",157981863,158099176,"+",911,269,614,545
"ENSG00000078304","PPP2R5C","ENSG00000078304_PPP2R5C","protein_coding","chr14",101761709,101927989,"+",4100,2230,2232,2842
"ENSG00000078319","PMS2P1","ENSG00000078319_PMS2P1","transcribed_unprocessed_pseudogene","chr7",100328836,100335860,"-",222,167,118,198
"ENSG00000078369","GNB1","ENSG00000078369_GNB1","protein_coding","chr1",1785285,1892292,"-",11317,9189,7741,12191
"ENSG00000078399","HOXA9","ENSG00000078399_HOXA9","protein_coding","chr7",27162438,27175180,"-",51,97,44,125
"ENSG00000078401","EDN1","ENSG00000078401_EDN1","protein_coding","chr6",12290361,12297194,"+",96,33,38,68
"ENSG00000078403","MLLT10","ENSG00000078403_MLLT10","protein_coding","chr10",21524646,21743630,"+",1498,818,686,1047
"ENSG00000078487","ZCWPW1","ENSG00000078487_ZCWPW1","protein_coding","chr7",100400826,100428992,"-",83,27,33,37
"ENSG00000078618","NRDC","ENSG00000078618_NRDC","protein_coding","chr1",51789191,51878805,"-",7700,4824,4712,5461
"ENSG00000078668","VDAC3","ENSG00000078668_VDAC3","protein_coding","chr8",42391624,42405937,"+",5140,2588,2802,3266
"ENSG00000078674","PCM1","ENSG00000078674_PCM1","protein_coding","chr8",17922842,18029948,"+",3679,1582,1721,1896
"ENSG00000078687","TNRC6C","ENSG00000078687_TNRC6C","protein_coding","chr17",77958703,78108822,"+",260,132,128,195
"ENSG00000078699","CBFA2T2","ENSG00000078699_CBFA2T2","protein_coding","chr20",33490075,33650036,"+",1460,1158,777,1660
"ENSG00000078747","ITCH","ENSG00000078747_ITCH","protein_coding","chr20",34363235,34511773,"+",4060,2637,2630,4271
"ENSG00000078804","TP53INP2","ENSG00000078804_TP53INP2","protein_coding","chr20",34704339,34713439,"+",600,1375,396,1287
"ENSG00000078808","SDF4","ENSG00000078808_SDF4","protein_coding","chr1",1216931,1232031,"-",3300,3569,2596,3373
"ENSG00000078900","TP73","ENSG00000078900_TP73","protein_coding","chr1",3652516,3736201,"+",86,299,93,149
"ENSG00000078902","TOLLIP","ENSG00000078902_TOLLIP","protein_coding","chr11",1274371,1309654,"-",1714,1985,1023,1453
"ENSG00000078967","UBE2D4","ENSG00000078967_UBE2D4","protein_coding","chr7",43926436,43956136,"+",499,432,262,399
"ENSG00000079134","THOC1","ENSG00000079134_THOC1","protein_coding","chr18",214520,268050,"-",1336,532,737,730
"ENSG00000079150","FKBP7","ENSG00000079150_FKBP7","protein_coding","chr2",178463664,178478600,"-",61,59,32,99
"ENSG00000079156","OSBPL6","ENSG00000079156_OSBPL6","protein_coding","chr2",178194481,178402893,"+",716,265,345,488
"ENSG00000079215","SLC1A3","ENSG00000079215_SLC1A3","protein_coding","chr5",36596588,36688334,"+",2948,1235,1071,1114
"ENSG00000079246","XRCC5","ENSG00000079246_XRCC5","protein_coding","chr2",216107464,216206303,"+",21979,8432,11645,11692
"ENSG00000079277","MKNK1","ENSG00000079277_MKNK1","protein_coding","chr1",46557407,46616843,"-",878,669,501,789
"ENSG00000079308","TNS1","ENSG00000079308_TNS1","protein_coding","chr2",217799588,218033982,"-",53,61,86,144
"ENSG00000079313","REXO1","ENSG00000079313_REXO1","protein_coding","chr19",1815248,1848483,"-",1090,1061,788,1204
"ENSG00000079332","SAR1A","ENSG00000079332_SAR1A","protein_coding","chr10",70147289,70170523,"-",3632,2392,2254,3299
"ENSG00000079335","CDC14A","ENSG00000079335_CDC14A","protein_coding","chr1",100345001,100520277,"+",130,69,77,100
"ENSG00000079337","RAPGEF3","ENSG00000079337_RAPGEF3","protein_coding","chr12",47734363,47771040,"-",176,516,44,187
"ENSG00000079385","CEACAM1","ENSG00000079385_CEACAM1","protein_coding","chr19",42507304,42561234,"-",17,26,27,112
"ENSG00000079387","SENP1","ENSG00000079387_SENP1","protein_coding","chr12",48039784,48106079,"-",1345,596,638,819
"ENSG00000079393","DUSP13B","ENSG00000079393_DUSP13B","protein_coding","chr10",75094432,75106499,"-",4,24,2,10
"ENSG00000079432","CIC","ENSG00000079432_CIC","protein_coding","chr19",42268537,42295797,"+",3640,4071,2399,4198
"ENSG00000079435","LIPE","ENSG00000079435_LIPE","protein_coding","chr19",42401514,42427388,"-",391,494,415,800
"ENSG00000079459","FDFT1","ENSG00000079459_FDFT1","protein_coding","chr8",11795573,11839395,"+",8216,9135,6882,11660
"ENSG00000079462","PAFAH1B3","ENSG00000079462_PAFAH1B3","protein_coding","chr19",42297033,42303546,"-",1534,1100,952,1060
"ENSG00000079482","OPHN1","ENSG00000079482_OPHN1","protein_coding","chrX",67949349,68433913,"-",276,298,161,437
"ENSG00000079616","KIF22","ENSG00000079616_KIF22","protein_coding","chr16",29790727,29805385,"+",6474,2172,3177,2960
"ENSG00000079691","CARMIL1","ENSG00000079691_CARMIL1","protein_coding","chr6",25279078,25620530,"+",1519,594,713,751
"ENSG00000079739","PGM1","ENSG00000079739_PGM1","protein_coding","chr1",63593411,63660245,"+",2785,2480,1702,3165
"ENSG00000079785","DDX1","ENSG00000079785_DDX1","protein_coding","chr2",15591178,15634346,"+",5309,3190,3102,4308
"ENSG00000079805","DNM2","ENSG00000079805_DNM2","protein_coding","chr19",10718055,10833488,"+",5419,4172,3561,3994
"ENSG00000079819","EPB41L2","ENSG00000079819_EPB41L2","protein_coding","chr6",130839347,131063322,"-",2281,826,1224,1411
"ENSG00000079931","MOXD1","ENSG00000079931_MOXD1","protein_coding","chr6",132296055,132401475,"-",42,66,44,112
"ENSG00000079950","STX7","ENSG00000079950_STX7","protein_coding","chr6",132445867,132513198,"-",1268,1029,791,1031
"ENSG00000079974","RABL2B","ENSG00000079974_RABL2B","protein_coding","chr22",50767501,50783667,"-",387,398,219,230
"ENSG00000079999","KEAP1","ENSG00000079999_KEAP1","protein_coding","chr19",10486125,10503558,"-",1808,1415,1053,1569
"ENSG00000080031","PTPRH","ENSG00000080031_PTPRH","protein_coding","chr19",55181247,55209506,"-",5,68,4,48
"ENSG00000080189","SLC35C2","ENSG00000080189_SLC35C2","protein_coding","chr20",46345980,46364458,"-",2846,2158,1825,2645
"ENSG00000080200","CRYBG3","ENSG00000080200_CRYBG3","protein_coding","chr3",97822011,97944984,"+",463,199,216,276
"ENSG00000080298","RFX3","ENSG00000080298_RFX3","protein_coding","chr9",3218297,3526004,"-",238,117,106,116
"ENSG00000080345","RIF1","ENSG00000080345_RIF1","protein_coding","chr2",151409883,151508013,"+",3610,1397,1577,2122
"ENSG00000080371","RAB21","ENSG00000080371_RAB21","protein_coding","chr12",71754863,71800286,"+",1731,968,882,1280
"ENSG00000080503","SMARCA2","ENSG00000080503_SMARCA2","protein_coding","chr9",1980290,2193624,"+",2086,982,1063,1555
"ENSG00000080546","SESN1","ENSG00000080546_SESN1","protein_coding","chr6",108984309,109094846,"-",391,277,212,320
"ENSG00000080561","MID2","ENSG00000080561_MID2","protein_coding","chrX",107825755,107931637,"+",222,227,161,400
"ENSG00000080573","COL5A3","ENSG00000080573_COL5A3","protein_coding","chr19",9959561,10010504,"-",117,254,85,386
"ENSG00000080603","SRCAP","ENSG00000080603_SRCAP","protein_coding","chr16",30698209,30741409,"+",188,89,84,119
"ENSG00000080608","PUM3","ENSG00000080608_PUM3","protein_coding","chr9",2720469,2844095,"-",2537,770,1266,1332
"ENSG00000080802","CNOT4","ENSG00000080802_CNOT4","protein_coding","chr7",135361795,135510145,"-",705,452,378,611
"ENSG00000080815","PSEN1","ENSG00000080815_PSEN1","protein_coding","chr14",73136418,73223691,"+",1867,1835,1275,2319
"ENSG00000080819","CPOX","ENSG00000080819_CPOX","protein_coding","chr3",98579446,98593648,"-",957,557,484,637
"ENSG00000080822","CLDND1","ENSG00000080822_CLDND1","protein_coding","chr3",98497912,98523066,"-",1584,929,1047,1143
"ENSG00000080823","MOK","ENSG00000080823_MOK","protein_coding","chr14",102224500,102305190,"-",1945,975,1146,1114
"ENSG00000080824","HSP90AA1","ENSG00000080824_HSP90AA1","protein_coding","chr14",102080742,102139699,"-",81802,28715,36015,52364
"ENSG00000080839","RBL1","ENSG00000080839_RBL1","protein_coding","chr20",36996349,37095997,"-",1646,362,709,479
"ENSG00000080845","DLGAP4","ENSG00000080845_DLGAP4","protein_coding","chr20",36306336,36528637,"+",2208,2632,1844,2989
"ENSG00000080854","IGSF9B","ENSG00000080854_IGSF9B","protein_coding","chr11",133896438,133956968,"-",38,10,9,24
"ENSG00000080947","CROCCP3","ENSG00000080947_CROCCP3","transcribed_unprocessed_pseudogene","chr1",16474396,16491307,"-",93,80,47,47
"ENSG00000080986","NDC80","ENSG00000080986_NDC80","protein_coding","chr18",2571557,2616635,"+",3332,505,1146,824
"ENSG00000081014","AP4E1","ENSG00000081014_AP4E1","protein_coding","chr15",50908672,51005895,"+",985,539,460,667
"ENSG00000081019","RSBN1","ENSG00000081019_RSBN1","protein_coding","chr1",113761832,113812476,"-",585,370,309,572
"ENSG00000081026","MAGI3","ENSG00000081026_MAGI3","protein_coding","chr1",113390515,113685923,"+",285,113,163,188
"ENSG00000081041","CXCL2","ENSG00000081041_CXCL2","protein_coding","chr4",74097040,74099196,"-",35,32,21,18
"ENSG00000081059","TCF7","ENSG00000081059_TCF7","protein_coding","chr5",134114681,134151865,"+",175,204,78,157
"ENSG00000081087","OSTM1","ENSG00000081087_OSTM1","protein_coding","chr6",108029245,108165854,"-",518,506,292,552
"ENSG00000081154","PCNP","ENSG00000081154_PCNP","protein_coding","chr3",101574180,101594465,"+",4072,2342,2142,2937
"ENSG00000081177","EXD2","ENSG00000081177_EXD2","protein_coding","chr14",69191498,69244020,"+",1661,1469,909,1556
"ENSG00000081181","ARG2","ENSG00000081181_ARG2","protein_coding","chr14",67619920,67651708,"+",139,120,245,380
"ENSG00000081189","MEF2C","ENSG00000081189_MEF2C","protein_coding","chr5",88717117,88904257,"-",31,20,15,19
"ENSG00000081277","PKP1","ENSG00000081277_PKP1","protein_coding","chr1",201283452,201332993,"+",2088,2281,1253,2586
"ENSG00000081307","UBA5","ENSG00000081307_UBA5","protein_coding","chr3",132654446,132679794,"+",1211,601,727,774
"ENSG00000081320","STK17B","ENSG00000081320_STK17B","protein_coding","chr2",196133583,196176503,"-",763,315,478,655
"ENSG00000081377","CDC14B","ENSG00000081377_CDC14B","protein_coding","chr9",96490241,96619843,"-",657,598,478,993
"ENSG00000081386","ZNF510","ENSG00000081386_ZNF510","protein_coding","chr9",96754553,96778129,"-",271,209,132,176
"ENSG00000081665","ZNF506","ENSG00000081665_ZNF506","protein_coding","chr19",19785839,19821751,"-",270,213,136,296
"ENSG00000081692","JMJD4","ENSG00000081692_JMJD4","protein_coding","chr1",227730425,227735411,"-",810,383,459,212
"ENSG00000081721","DUSP12","ENSG00000081721_DUSP12","protein_coding","chr1",161749758,161757238,"+",583,322,375,553
"ENSG00000081760","AACS","ENSG00000081760_AACS","protein_coding","chr12",125065434,125143333,"+",1535,1506,1010,1600
"ENSG00000081791","DELE1","ENSG00000081791_DELE1","protein_coding","chr5",141923855,141942047,"+",1538,980,987,1053
"ENSG00000081803","CADPS2","ENSG00000081803_CADPS2","protein_coding","chr7",122318411,122886759,"-",30,63,46,66
"ENSG00000081870","IFT25","ENSG00000081870_IFT25","protein_coding","chr1",53916574,53945699,"-",889,552,512,610
"ENSG00000081913","PHLPP1","ENSG00000081913_PHLPP1","protein_coding","chr18",62715541,62980433,"+",598,312,277,393
"ENSG00000081923","ATP8B1","ENSG00000081923_ATP8B1","protein_coding","chr18",57646426,57803315,"-",1013,427,468,611
"ENSG00000081985","IL12RB2","ENSG00000081985_IL12RB2","protein_coding","chr1",67307364,67398724,"+",6,15,13,35
"ENSG00000082014","SMARCD3","ENSG00000082014_SMARCD3","protein_coding","chr7",151238764,151277896,"-",172,410,156,229
"ENSG00000082068","WDR70","ENSG00000082068_WDR70","protein_coding","chr5",37379285,37753435,"+",896,769,609,935
"ENSG00000082146","STRADB","ENSG00000082146_STRADB","protein_coding","chr2",201387858,201480846,"+",442,327,305,342
"ENSG00000082153","BZW1","ENSG00000082153_BZW1","protein_coding","chr2",200810594,200827338,"+",9722,3893,6024,6701
"ENSG00000082212","ME2","ENSG00000082212_ME2","protein_coding","chr18",50879080,50954257,"+",2013,925,1082,1274
"ENSG00000082213","C5orf22","ENSG00000082213_C5orf22","protein_coding","chr5",31532287,31555053,"+",896,773,506,925
"ENSG00000082258","CCNT2","ENSG00000082258_CCNT2","protein_coding","chr2",134918235,134959342,"+",903,400,415,439
"ENSG00000082269","FAM135A","ENSG00000082269_FAM135A","protein_coding","chr6",70412941,70561174,"+",796,314,407,496
"ENSG00000082438","COBLL1","ENSG00000082438_COBLL1","protein_coding","chr2",164653624,164843679,"-",454,183,203,234
"ENSG00000082458","DLG3","ENSG00000082458_DLG3","protein_coding","chrX",70444835,70505490,"+",716,489,495,855
"ENSG00000082497","SERTAD4","ENSG00000082497_SERTAD4","protein_coding","chr1",210232796,210246631,"+",949,326,419,548
"ENSG00000082512","TRAF5","ENSG00000082512_TRAF5","protein_coding","chr1",211326615,211374946,"+",251,285,199,421
"ENSG00000082515","MRPL22","ENSG00000082515_MRPL22","protein_coding","chr5",154941073,154969411,"+",1377,895,973,1244
"ENSG00000082516","GEMIN5","ENSG00000082516_GEMIN5","protein_coding","chr5",154887411,154938211,"-",2494,978,1304,1719
"ENSG00000082641","NFE2L1","ENSG00000082641_NFE2L1","protein_coding","chr17",48048329,48061545,"+",6829,6184,4061,6887
"ENSG00000082701","GSK3B","ENSG00000082701_GSK3B","protein_coding","chr3",119821321,120094994,"-",3981,3701,2870,4691
"ENSG00000082781","ITGB5","ENSG00000082781_ITGB5","protein_coding","chr3",124761948,124901418,"-",2707,2272,2314,3685
"ENSG00000082805","ERC1","ENSG00000082805_ERC1","protein_coding","chr12",990509,1495933,"+",2442,1642,1296,2109
"ENSG00000082898","XPO1","ENSG00000082898_XPO1","protein_coding","chr2",61476032,61538741,"-",11244,4054,5023,5784
"ENSG00000082996","RNF13","ENSG00000082996_RNF13","protein_coding","chr3",149812770,149962139,"+",1089,684,664,926
"ENSG00000083093","PALB2","ENSG00000083093_PALB2","protein_coding","chr16",23603160,23641321,"-",1071,613,491,734
"ENSG00000083097","DOP1A","ENSG00000083097_DOP1A","protein_coding","chr6",83067666,83171350,"+",556,424,307,384
"ENSG00000083099","LYRM2","ENSG00000083099_LYRM2","protein_coding","chr6",89568144,89638749,"-",1845,1150,874,1233
"ENSG00000083123","BCKDHB","ENSG00000083123_BCKDHB","protein_coding","chr6",80106647,80346270,"+",345,301,190,367
"ENSG00000083168","KAT6A","ENSG00000083168_KAT6A","protein_coding","chr8",41929479,42051994,"-",2062,1157,1075,1872
"ENSG00000083223","TUT7","ENSG00000083223_TUT7","protein_coding","chr9",86287733,86354454,"-",914,805,548,933
"ENSG00000083290","ULK2","ENSG00000083290_ULK2","protein_coding","chr17",19770829,19867936,"-",666,585,365,795
"ENSG00000083307","GRHL2","ENSG00000083307_GRHL2","protein_coding","chr8",101492439,101669726,"+",2693,1710,1464,2545
"ENSG00000083312","TNPO1","ENSG00000083312_TNPO1","protein_coding","chr5",72816312,72916733,"+",5253,1987,2360,2743
"ENSG00000083444","PLOD1","ENSG00000083444_PLOD1","protein_coding","chr1",11934205,11975538,"+",6962,6583,4538,6324
"ENSG00000083454","P2RX5","ENSG00000083454_P2RX5","protein_coding","chr17",3672199,3696240,"-",454,486,271,340
"ENSG00000083457","ITGAE","ENSG00000083457_ITGAE","protein_coding","chr17",3714628,3801188,"-",640,362,337,417
"ENSG00000083520","DIS3","ENSG00000083520_DIS3","protein_coding","chr13",72752169,72782096,"-",2243,1263,1283,1800
